"Town","County","Postcode"
"LONDONDERRY","LONDONDERRY","BT487PL"
"LONDONDERRY","LONDONDERRY","BT472EP"
"LONDONDERRY","LONDONDERRY","BT473UW"
"LONDONDERRY","LONDONDERRY","BT475RS"
"LONDONDERRY","LONDONDERRY","BT475QR"
"LONDONDERRY","LONDONDERRY","BT475RD"
"LONDONDERRY","LONDONDERRY","BT476AJ"
"LONDONDERRY","LONDONDERRY","BT486TD"
"LONDONDERRY","LONDONDERRY","BT476LF"
"LONDONDERRY","LONDONDERRY","BT475NY"
"LONDONDERRY","LONDONDERRY","BT475PY"
"LONDONDERRY","LONDONDERRY","BT472AS"
"LONDONDERRY","LONDONDERRY","BT476WG"
"LONDONDERRY","LONDONDERRY","BT472JL"
"LONDONDERRY","LONDONDERRY","BT486TN"
"LONDONDERRY","LONDONDERRY","BT476HB"
"LONDONDERRY","LONDONDERRY","BT487EF"
"LONDONDERRY","LONDONDERRY","BT486RH"
"PORTADOWN","ARMAGH","BT621RG"
"LONDONDERRY","LONDONDERRY","BT472DY"
"LONDONDERRY","LONDONDERRY","BT472AH"
"LONDONDERRY","LONDONDERRY","BT472QB"
"LONDONDERRY","LONDONDERRY","BT472BQ"
"LONDONDERRY","LONDONDERRY","BT486LR"
"DUNGANNON","TYRONE","BT702TZ"
"LONDONDERRY","LONDONDERRY","BT472LE"
"LONDONDERRY","LONDONDERRY","BT476FY"
"LONDONDERRY","LONDONDERRY","BT476HY"
"LONDONDERRY","LONDONDERRY","BT472JJ"
"LONDONDERRY","LONDONDERRY","BT486RJ"
"LONDONDERRY","LONDONDERRY","BT486XY"
"LONDONDERRY","LONDONDERRY","BT487EE"
"LONDONDERRY","LONDONDERRY","BT486PT"
"LONDONDERRY","LONDONDERRY","BT472JN"
"LONDONDERRY","LONDONDERRY","BT487PG"
"LONDONDERRY","LONDONDERRY","BT487DG"
"LONDONDERRY","LONDONDERRY","BT487HZ"
"LONDONDERRY","LONDONDERRY","BT472DR"
"LONDONDERRY","LONDONDERRY","BT480DW"
"BELFAST","ANTRIM","BT28ED"
"MAGHERAFELT","LONDONDERRY","BT456EX"
"LONDONDERRY","LONDONDERRY","BT486HE"
"LONDONDERRY","LONDONDERRY","BT472HX"
"LONDONDERRY","LONDONDERRY","BT472HH"
"LONDONDERRY","LONDONDERRY","BT475HS"
"LONDONDERRY","LONDONDERRY","BT475TR"
"LONDONDERRY","LONDONDERRY","BT476JY"
"LONDONDERRY","LONDONDERRY","BT476YY"
"LONDONDERRY","LONDONDERRY","BT487JP"
"LONDONDERRY","LONDONDERRY","BT473QS"
"LONDONDERRY","LONDONDERRY","BT476JW"
"LONDONDERRY","LONDONDERRY","BT476BL"
"LONDONDERRY","LONDONDERRY","BT476EL"
"LONDONDERRY","LONDONDERRY","BT472GA"
"LONDONDERRY","LONDONDERRY","BT476NH"
"LONDONDERRY","LONDONDERRY","BT472LJ"
"DRUMAHOE","LONDONDERRY","BT473NY"
"LONDONDERRY","LONDONDERRY","BT476XX"
"LONDONDERRY","LONDONDERRY","BT476EX"
"LONDONDERRY","LONDONDERRY","BT473DQ"
"LONDONDERRY","LONDONDERRY","BT473DJ"
"LONDONDERRY","LONDONDERRY","BT476HX"
"LONDONDERRY","LONDONDERRY","BT473QG"
"SCARVA","ARMAGH","BT636NF"
"ROSTREVOR","DOWN","BT343BZ"
"LONDONDERRY","LONDONDERRY","BT473EP"
"GARVAGH","LONDONDERRY","BT515HZ"
"LONDONDERRY","LONDONDERRY","BT473LQ"
NA,"ANTRIM","BT448PT"
"LIMAVADY","LONDONDERRY","BT499LL"
"KILREA","LONDONDERRY","BT515UZ"
"DUNGIVEN","LONDONDERRY","BT474NW"
"LONDONDERRY","LONDONDERRY","BT476TB"
"DUNGIVEN","LONDONDERRY","BT474NL"
"DUNGIVEN","LONDONDERRY","BT474QP"
"LONDONDERRY","LONDONDERRY","BT476FT"
"KILREA","LONDONDERRY","BT515XJ"
"LONDONDERRY","LONDONDERRY","BT476NN"
"LONDONDERRY","LONDONDERRY","BT475SQ"
"LONDONDERRY","LONDONDERRY","BT475HR"
"LONDONDERRY","LONDONDERRY","BT475QL"
"CASTLEDERG","TYRONE","BT817JF"
"LONDONDERRY","LONDONDERRY","BT476DU"
"LONDONDERRY","LONDONDERRY","BT476YE"
"LONDONDERRY","LONDONDERRY","BT472NA"
"DRUMAHOE","LONDONDERRY","BT473HZ"
"BANGOR","DOWN","BT197ZJ"
"DRUMAHOE","LONDONDERRY","BT473XS"
"LONDONDERRY","LONDONDERRY","BT473EN"
"LONDONDERRY","LONDONDERRY","BT476FE"
"LONDONDERRY","LONDONDERRY","BT476EW"
"GARVAGH","LONDONDERRY","BT515LZ"
"LONDONDERRY","LONDONDERRY","BT473RU"
"LONDONDERRY","LONDONDERRY","BT475DG"
"LIMAVADY","LONDONDERRY","BT490NR"
NA,"LONDONDERRY","BT473WN"
"LIMAVADY","LONDONDERRY","BT499NF"
"NEWTOWNARDS","DOWN","BT238DF"
"DRUMAHOE","LONDONDERRY","BT473NR"
"GARVAGH","LONDONDERRY","BT515AH"
"LONDONDERRY","LONDONDERRY","BT476EA"
"LONDONDERRY","LONDONDERRY","BT476BY"
"GARVAGH","LONDONDERRY","BT515NN"
"BALLYMENA","ANTRIM","BT436RJ"
"MARTINSTOWN","ANTRIM","BT437LZ"
"GARVAGH","LONDONDERRY","BT515EA"
"LONDONDERRY","LONDONDERRY","BT472SE"
"CLAUDY","LONDONDERRY","BT474BF"
NA,"ANTRIM","BT448SZ"
"BALLYMENA","ANTRIM","BT448QQ"
"LONDONDERRY","LONDONDERRY","BT473RN"
NA,"LONDONDERRY","BT473AZ"
"GARVAGH","LONDONDERRY","BT515DH"
"GARVAGH","LONDONDERRY","BT515DE"
"GARVAGH","LONDONDERRY","BT515BS"
"CARGAN","ANTRIM","BT436QX"
"KILREA","LONDONDERRY","BT515YW"
"LONDONDERRY","LONDONDERRY","BT473AN"
"LIMAVADY","LONDONDERRY","BT490NW"
"KILREA","LONDONDERRY","BT515TD"
"DRUMAHOE","LONDONDERRY","BT473BF"
"LONDONDERRY","LONDONDERRY","BT473TP"
"BALLYMENA","ANTRIM","BT448RX"
"BALLYMENA","ANTRIM","BT449QE"
NA,"ANTRIM","BT449DZ"
NA,"ANTRIM","BT449EG"
"CLAUDY","LONDONDERRY","BT474BN"
NA,"ANTRIM","BT449LX"
"BALLYMENA","ANTRIM","BT437LR"
"KILREA","LONDONDERRY","BT515SE"
"CARNLOUGH","ANTRIM","BT440HG"
"DRUMAHOE","LONDONDERRY","BT473JY"
"NEWTOWNARDS","DOWN","BT237TU"
"CLOGH","ANTRIM","BT449SA"
"BREADY","TYRONE","BT820EB"
"GARVAGH","LONDONDERRY","BT515NT"
"CLOGH","ANTRIM","BT449RX"
NA,"LONDONDERRY","BT473AS"
"CARNLOUGH","ANTRIM","BT440EY"
"LONDONDERRY","LONDONDERRY","BT473EX"
"CARNLOUGH","ANTRIM","BT440EX"
"KILREA","LONDONDERRY","BT515XH"
"KILREA","LONDONDERRY","BT515YJ"
"GLENARM","ANTRIM","BT440AW"
"GLENARM","ANTRIM","BT440DA"
"PORTGLENONE","ANTRIM","BT448EN"
"CULLYBACKEY","ANTRIM","BT421PS"
"LONDONDERRY","LONDONDERRY","BT473UA"
"LONDONDERRY","LONDONDERRY","BT473RR"
"DUNGIVEN","LONDONDERRY","BT474LA"
"CLAUDY","LONDONDERRY","BT474DA"
"DUNGIVEN","LONDONDERRY","BT474LW"
"CLAUDY","LONDONDERRY","BT474HQ"
"DUNGIVEN","LONDONDERRY","BT474LQ"
"DUNGIVEN","LONDONDERRY","BT474PN"
NA,"ANTRIM","BT448TQ"
"BALLYMONEY","ANTRIM","BT537LA"
NA,"ANTRIM","BT449LE"
"DUNGIVEN","LONDONDERRY","BT474PD"
"BREADY","TYRONE","BT820ED"
"KILREA","LONDONDERRY","BT515SL"
NA,"ANTRIM","BT448QY"
"CLOUGHMILLS","ANTRIM","BT449NZ"
"DUNGIVEN","LONDONDERRY","BT474NE"
"PORTGLENONE","ANTRIM","BT448HB"
"PORTGLENONE","ANTRIM","BT448EZ"
"BREADY","TYRONE","BT820DB"
"KILREA","LONDONDERRY","BT515UL"
"CLAUDY","LONDONDERRY","BT474HL"
"DUNGIVEN","LONDONDERRY","BT474LG"
"BALLYMENA","ANTRIM","BT449PS"
"CULLYBACKEY","ANTRIM","BT421PR"
"CARNLOUGH","ANTRIM","BT440HL"
NA,"LONDONDERRY","BT473HP"
"DUNGIVEN","LONDONDERRY","BT474SR"
"DUNGIVEN","LONDONDERRY","BT474SP"
"PORTGLENONE","ANTRIM","BT448HA"
"BALLYGALLEY","ANTRIM","BT402QJ"
"BALLYMENA","ANTRIM","BT449HH"
"CULLYBACKEY","ANTRIM","BT421NN"
"DUNGIVEN","LONDONDERRY","BT474AE"
"PORTRUSH","ANTRIM","BT568DG"
"CLAUDY","LONDONDERRY","BT474EQ"
"CULLYBACKEY","ANTRIM","BT435PU"
"PORTRUSH","ANTRIM","BT568AS"
"GARVAGH","LONDONDERRY","BT515PQ"
"BALLYGALLEY","ANTRIM","BT402RU"
"CULLYBACKEY","ANTRIM","BT421PQ"
"BROUGHSHANE","ANTRIM","BT437JS"
"BROUGHSHANE","ANTRIM","BT424LB"
"GLENARM","ANTRIM","BT440AR"
"GLENARM","ANTRIM","BT440DP"
"BELFAST","ANTRIM","BT146LU"
"BROUGHSHANE","ANTRIM","BT424PD"
"CARGAN","ANTRIM","BT436QW"
"CARGAN","ANTRIM","BT437NR"
"DUNGIVEN","LONDONDERRY","BT474ST"
"LONDONDERRY","LONDONDERRY","BT473TJ"
"CULLYBACKEY","ANTRIM","BT421NZ"
"BALLYMENA","ANTRIM","BT437LA"
"BROUGHSHANE","ANTRIM","BT424DH"
"LONDONDERRY","LONDONDERRY","BT473SW"
"CULLYBACKEY","ANTRIM","BT421EF"
"CULLYBACKEY","ANTRIM","BT421NT"
"BALLYMENA","ANTRIM","BT449EY"
"DUNGIVEN","LONDONDERRY","BT474PP"
"MAGHERA","LONDONDERRY","BT465XP"
"KILREA","LONDONDERRY","BT515TE"
"CULLYBACKEY","ANTRIM","BT421NJ"
"BROUGHSHANE","ANTRIM","BT424PL"
"BALLYGALLEY","ANTRIM","BT402QW"
"BALLYMENA","ANTRIM","BT436TP"
"DUNGIVEN","LONDONDERRY","BT474JT"
"DUNNAMANAGH","TYRONE","BT820PQ"
"MAGHERA","LONDONDERRY","BT465NB"
"BROUGHSHANE","ANTRIM","BT437NT"
"BROUGHSHANE","ANTRIM","BT437LE"
"DUNNAMANAGH","TYRONE","BT820PD"
"DUNNAMANAGH","TYRONE","BT820QH"
"MAGHERA","LONDONDERRY","BT465LE"
"BROUGHSHANE","ANTRIM","BT424NJ"
"BALLYMENA","ANTRIM","BT436TW"
"MAGHERA","LONDONDERRY","BT465PQ"
"CULLYBACKEY","ANTRIM","BT435PS"
"BALLYMENA","ANTRIM","BT424LT"
"BROUGHSHANE","ANTRIM","BT437NG"
"PORTGLENONE","ANTRIM","BT448AW"
"MAGHERA","LONDONDERRY","BT465JU"
"MAGHERA","LONDONDERRY","BT465AE"
"GLENARM","ANTRIM","BT440DG"
"BELFAST","DOWN","BT41LG"
"DUNGIVEN","LONDONDERRY","BT474PJ"
"KEADY","ARMAGH","BT603BJ"
"LISBURN","ANTRIM","BT281FH"
"GLENARM","ANTRIM","BT440DN"
"BALLYMENA","ANTRIM","BT436SR"
"STRABANE","TYRONE","BT820AA"
"CULLYBACKEY","ANTRIM","BT421BW"
NA,"ANTRIM","BT448RB"
"CLAUDY","LONDONDERRY","BT474AP"
"CULLYBACKEY","ANTRIM","BT421EB"
"CULLYBACKEY","ANTRIM","BT421NE"
"CULLYBACKEY","ANTRIM","BT421NF"
"BELFAST","ANTRIM","BT72FE"
"MAGHERA","LONDONDERRY","BT465JJ"
"BROUGHSHANE","ANTRIM","BT437JJ"
"BUSHMILLS","ANTRIM","BT578SU"
"BROUGHSHANE","ANTRIM","BT424JA"
"FEENY","LONDONDERRY","BT474RN"
"AHOGHILL","ANTRIM","BT422PH"
"MAGHERA","LONDONDERRY","BT465BG"
"CLAUDY","LONDONDERRY","BT474JE"
"BALLYMENA","ANTRIM","BT436TA"
"MAGHERA","LONDONDERRY","BT465PJ"
"GULLADUFF","LONDONDERRY","BT458QB"
"MAGHERA","LONDONDERRY","BT465EF"
"BALLYGALLEY","ANTRIM","BT402RP"
"BALLYMENA","ANTRIM","BT436QD"
"BALLYMENA","ANTRIM","BT436SY"
"CLAUDY","LONDONDERRY","BT474AU"
"CLAUDY","LONDONDERRY","BT474JP"
"BALLYMAGORRY","TYRONE","BT820AW"
"AHOGHILL","ANTRIM","BT421GW"
"STRABANE","TYRONE","BT828PU"
"PORTGLENONE","ANTRIM","BT448EB"
"MAGHERA","LONDONDERRY","BT465LB"
"DUNNAMANAGH","TYRONE","BT820LW"
"MAGHERA","LONDONDERRY","BT465JN"
"MAGHERA","LONDONDERRY","BT465BB"
"AHOGHILL","ANTRIM","BT421LR"
"MAGHERA","LONDONDERRY","BT465DZ"
"COLERAINE","LONDONDERRY","BT513HQ"
"AHOGHILL","ANTRIM","BT421RX"
"GULLADUFF","LONDONDERRY","BT465TX"
"MAGHERA","LONDONDERRY","BT465RT"
"MAGHERA","LONDONDERRY","BT465RX"
"BALLYMAGORRY","TYRONE","BT820AZ"
"LONDONDERRY","LONDONDERRY","BT474BG"
"BELFAST","ANTRIM","BT146FD"
"BALLYMAGORRY","TYRONE","BT820AT"
"COLERAINE","LONDONDERRY","BT522DN"
"CASTLEROCK","LONDONDERRY","BT514RS"
"BALLYMENA","ANTRIM","BT435JN"
"BALLYMENA","ANTRIM","BT436NH"
"CLADY","LONDONDERRY","BT448LX"
"PORTGLENONE","ANTRIM","BT448AB"
"PORTGLENONE","LONDONDERRY","BT448NU"
"BALLYMENA","ANTRIM","BT436LZ"
"BALLYMENA","ANTRIM","BT421GE"
"BALLYMENA","ANTRIM","BT422NP"
"BALLYMENA","ANTRIM","BT436NG"
"BALLYMENA","ANTRIM","BT422NW"
"BALLYMENA","ANTRIM","BT422ND"
"MAGHERA","LONDONDERRY","BT465EY"
"BALLYMENA","ANTRIM","BT435JB"
"BALLYMENA","ANTRIM","BT422NH"
"BALLYMENA","ANTRIM","BT421HT"
"COLERAINE","LONDONDERRY","BT522JF"
"DUNNAMANAGH","TYRONE","BT820QE"
"BALLYMENA","ANTRIM","BT435HJ"
"COLERAINE","LONDONDERRY","BT522NY"
"PORTGLENONE","ANTRIM","BT448AQ"
"BALLYMENA","ANTRIM","BT422SG"
"PORTGLENONE","LONDONDERRY","BT448LJ"
"BALLYMENA","ANTRIM","BT421DP"
"KNOCKCLOGHRIM","LONDONDERRY","BT458QG"
"AHOGHILL","ANTRIM","BT422QQ"
"AHOGHILL","ANTRIM","BT421RS"
"AHOGHILL","ANTRIM","BT422PB"
"DROMORE","DOWN","BT251NY"
"BALLYMENA","ANTRIM","BT422JB"
"DUNNAMANAGH","TYRONE","BT820SB"
"BALLYMENA","ANTRIM","BT435DT"
"AHOGHILL","ANTRIM","BT422QN"
"AHOGHILL","ANTRIM","BT422RT"
"AHOGHILL","ANTRIM","BT421JS"
"MAGHERA","LONDONDERRY","BT465AJ"
"PORTGLENONE","LONDONDERRY","BT448DY"
"BALLYMENA","ANTRIM","BT421QX"
"CULLYBACKEY","ANTRIM","BT421ED"
"BALLYMENA","ANTRIM","BT422BQ"
"BALLYMENA","ANTRIM","BT422EN"
"BALLYMENA","ANTRIM","BT435HF"
"BALLYMENA","ANTRIM","BT422DH"
"BALLYMENA","ANTRIM","BT435DR"
"BALLYMENA","ANTRIM","BT435BA"
"BALLYMENA","ANTRIM","BT435ED"
"BALLYMENA","ANTRIM","BT422RP"
"COLERAINE","LONDONDERRY","BT522NQ"
"BALLYMENA","ANTRIM","BT435NT"
"AHOGHILL","ANTRIM","BT422QJ"
"BALLYMENA","ANTRIM","BT421DW"
"BALLYMENA","ANTRIM","BT421JT"
"AHOGHILL","ANTRIM","BT421JW"
"AHOGHILL","ANTRIM","BT422QW"
"BALLYMENA","ANTRIM","BT421AY"
"BALLYMENA","ANTRIM","BT422HT"
"BALLYMENA","ANTRIM","BT422DD"
"PORTGLENONE","ANTRIM","BT448QW"
"BALLYMENA","ANTRIM","BT435LR"
NA,"ANTRIM","BT536TG"
"BALLYMENA","ANTRIM","BT435NG"
"BALLYMENA","ANTRIM","BT421HW"
"BALLYMENA","ANTRIM","BT436AZ"
"BALLYMENA","ANTRIM","BT436JT"
"BALLYMENA","ANTRIM","BT421RY"
"BALLYMENA","ANTRIM","BT435LA"
"BALLYMENA","ANTRIM","BT422SF"
"PORTGLENONE","LONDONDERRY","BT448JE"
"BALLYMENA","ANTRIM","BT421FZ"
"BALLYMENA","ANTRIM","BT435HS"
"AHOGHILL","ANTRIM","BT422PA"
"BALLYMENA","ANTRIM","BT435JE"
"BALLYMENA","ANTRIM","BT421GA"
"BALLYMENA","ANTRIM","BT422DZ"
"BALLYMENA","ANTRIM","BT435HB"
"BALLYMENA","ANTRIM","BT424AA"
"BALLYMENA","ANTRIM","BT424AB"
"BALLYMENA","ANTRIM","BT421DL"
"BALLYMENA","ANTRIM","BT421AA"
"BALLYMENA","ANTRIM","BT435BY"
"BALLYMENA","ANTRIM","BT437EA"
"BALLYMENA","ANTRIM","BT424AQ"
"BALLYMENA","ANTRIM","BT436PD"
"BALLYMENA","ANTRIM","BT435NZ"
"BALLYMENA","ANTRIM","BT436NZ"
"BALLYMENA","ANTRIM","BT422BX"
"BALLYMENA","ANTRIM","BT436JA"
"BALLYMENA","ANTRIM","BT436FD"
"BALLYGAWLEY","TYRONE","BT702PN"
"BALLYMENA","ANTRIM","BT422BU"
"BALLYMENA","ANTRIM","BT423AX"
"BALLYMENA","ANTRIM","BT422AP"
"BALLYMENA","ANTRIM","BT436JG"
"BALLYMENA","ANTRIM","BT437DQ"
"BALLYMENA","ANTRIM","BT423BG"
"BALLYMENA","ANTRIM","BT422DX"
"BALLYMENA","ANTRIM","BT437ET"
"BALLYMENA","ANTRIM","BT435LU"
"BALLYMENA","ANTRIM","BT422AU"
"BALLYMENA","ANTRIM","BT435BD"
"BALLYMENA","ANTRIM","BT436ES"
"BALLYMENA","ANTRIM","BT436BW"
"BALLYMENA","ANTRIM","BT422HN"
"BALLYMENA","ANTRIM","BT424DE"
"BALLYMENA","ANTRIM","BT422DS"
"BALLYMONEY","ANTRIM","BT537TQ"
"BALLYMENA","ANTRIM","BT436EL"
"BALLYMENA","ANTRIM","BT422DA"
"BALLYMENA","ANTRIM","BT437ED"
"BALLYMENA","ANTRIM","BT423BS"
"BALLYMENA","ANTRIM","BT435EN"
"LARNE","ANTRIM","BT402BJ"
"BALLYMENA","ANTRIM","BT424AR"
"BALLYMENA","ANTRIM","BT424BE"
"BALLYMENA","ANTRIM","BT423DQ"
"BALLYMENA","ANTRIM","BT422EU"
"BALLYMENA","ANTRIM","BT437AJ"
"LARNE","ANTRIM","BT402DB"
"COLERAINE","LONDONDERRY","BT522PB"
"BALLYMENA","ANTRIM","BT423AY"
"LARNE","ANTRIM","BT402TL"
"BALLYMENA","ANTRIM","BT424HS"
"BROUGHSHANE","ANTRIM","BT424QT"
"BALLYMENA","ANTRIM","BT436AS"
"BALLYMENA","ANTRIM","BT424DZ"
"BALLYMENA","ANTRIM","BT436PL"
"BALLYMENA","ANTRIM","BT423BW"
"LARNE","ANTRIM","BT402WA"
"BALLYMENA","ANTRIM","BT436HP"
"BALLYMENA","ANTRIM","BT437EQ"
"BALLYMENA","ANTRIM","BT437DT"
"BALLYMENA","ANTRIM","BT437EZ"
"BALLYMENA","ANTRIM","BT437AA"
"LARNE","ANTRIM","BT402ES"
"BALLYMENA","ANTRIM","BT437EB"
"BALLYMENA","ANTRIM","BT435BX"
"LARNE","ANTRIM","BT402WE"
"BALLYMENA","ANTRIM","BT436NS"
"LARNE","ANTRIM","BT401NF"
"LARNE","ANTRIM","BT402BD"
"LARNE","ANTRIM","BT402BE"
"BALLYMENA","ANTRIM","BT423EH"
"BALLYMENA","ANTRIM","BT424RE"
"BALLYMENA","ANTRIM","BT423EJ"
"LARNE","ANTRIM","BT402EP"
"LARNE","ANTRIM","BT402DW"
"LARNE","ANTRIM","BT402NH"
"BALLYMENA","ANTRIM","BT424EP"
"LARNE","ANTRIM","BT402HX"
"LARNE","ANTRIM","BT402BZ"
"LARNE","ANTRIM","BT402ER"
"LARNE","ANTRIM","BT402PA"
"BROUGHSHANE","ANTRIM","BT424HY"
"BROUGHSHANE","ANTRIM","BT424QQ"
"LARNE","ANTRIM","BT402TW"
"BALLYMENA","ANTRIM","BT436EP"
"BALLYMENA","ANTRIM","BT436NT"
"LARNE","ANTRIM","BT401NS"
"LARNE","ANTRIM","BT402SJ"
"LARNE","ANTRIM","BT401QQ"
"BALLYMENA","ANTRIM","BT424EB"
"LARNE","ANTRIM","BT402EU"
"LARNE","ANTRIM","BT402RY"
"LARNE","ANTRIM","BT401TU"
"BELFAST","ANTRIM","BT13LT"
"LARNE","ANTRIM","BT401UL"
"BALLYMENA","ANTRIM","BT424EG"
"LARNE","ANTRIM","BT402AU"
"BALLYMENA","ANTRIM","BT424EH"
"LARNE","ANTRIM","BT402HG"
"LARNE","ANTRIM","BT402BW"
"LARNE","ANTRIM","BT401NP"
"LARNE","ANTRIM","BT401NE"
"LARNE","ANTRIM","BT401LZ"
"STRABANE","TYRONE","BT829DW"
"LARNE","ANTRIM","BT401WW"
"LARNE","ANTRIM","BT401PG"
"LARNE","ANTRIM","BT403DA"
"LARNE","ANTRIM","BT401SG"
"LARNE","ANTRIM","BT401BD"
"NEWTOWNABBEY","ANTRIM","BT366AE"
"LARNE","ANTRIM","BT403TW"
"LARNE","ANTRIM","BT401HE"
"LARNE","ANTRIM","BT401LG"
"CLADY","TYRONE","BT829RH"
"STRABANE","TYRONE","BT829DZ"
"LARNE","ANTRIM","BT402LG"
"STRABANE","TYRONE","BT828JF"
"STRABANE","TYRONE","BT828JZ"
"STRABANE","TYRONE","BT828LW"
"LARNE","ANTRIM","BT402HP"
"LARNE","ANTRIM","BT401NU"
"STRABANE","TYRONE","BT829DU"
"SION MILLS","TYRONE","BT829HG"
"LARNE","ANTRIM","BT403AR"
"LARNE","ANTRIM","BT401TF"
"LARNE","ANTRIM","BT403JX"
"LARNE","ANTRIM","BT402BY"
"LONDONDERRY","LONDONDERRY","BT488NZ"
"GLYNN","ANTRIM","BT403HQ"
"LARNE","ANTRIM","BT403RT"
"STRABANE","TYRONE","BT829FJ"
"STRABANE","TYRONE","BT829BF"
"LARNE","ANTRIM","BT401NX"
"LARNE","ANTRIM","BT401HU"
"SION MILLS","TYRONE","BT829NN"
"LARNE","ANTRIM","BT401DA"
"LARNE","ANTRIM","BT402HR"
"LARNE","ANTRIM","BT402BN"
"LARNE","ANTRIM","BT401HZ"
"LARNE","ANTRIM","BT401NR"
"LARNE","ANTRIM","BT403AY"
"LARNE","ANTRIM","BT402DE"
"LARNE","ANTRIM","BT403AJ"
"DUNGANNON","TYRONE","BT716UT"
"STRABANE","TYRONE","BT829PT"
"STRABANE","TYRONE","BT829BJ"
"LARNE","ANTRIM","BT403TR"
"STRABANE","TYRONE","BT829DL"
"STRABANE","TYRONE","BT828JH"
"STRABANE","TYRONE","BT828LU"
"PLUMBRIDGE","TYRONE","BT798LS"
"LARNE","ANTRIM","BT401NL"
"CLADY","TYRONE","BT829QN"
"SION MILLS","TYRONE","BT829NX"
"GLYNN","ANTRIM","BT403EZ"
"LARNE","ANTRIM","BT403TT"
"STRABANE","TYRONE","BT829QH"
"STRABANE","TYRONE","BT829AN"
"LARNE","ANTRIM","BT401BG"
"LARNE","ANTRIM","BT401BZ"
"LARNE","ANTRIM","BT401HD"
"LARNE","ANTRIM","BT401DH"
"SION MILLS","TYRONE","BT829HQ"
"MAGHERAFELT","LONDONDERRY","BT455EU"
"STRABANE","TYRONE","BT829RW"
"CLADY","TYRONE","BT829RJ"
"LARNE","ANTRIM","BT401RG"
"SION MILLS","TYRONE","BT829NW"
"GLEBE","TYRONE","BT829SS"
"LARNE","ANTRIM","BT403RX"
"LARNE","ANTRIM","BT401NN"
"GLYNN","ANTRIM","BT403EY"
"STRABANE","TYRONE","BT829PW"
"BELFAST","ANTRIM","BT119FS"
"STRABANE","TYRONE","BT828DW"
"STRABANE","TYRONE","BT829DP"
"STRABANE","TYRONE","BT829PL"
"STRABANE","TYRONE","BT828JD"
"STRABANE","TYRONE","BT829BA"
"SION MILLS","TYRONE","BT829HR"
"CASTLEROCK","LONDONDERRY","BT514TW"
"STRABANE","TYRONE","BT828QU"
"SION MILLS","TYRONE","BT829JB"
"STRABANE","TYRONE","BT828BZ"
"STRABANE","TYRONE","BT829AP"
"SION MILLS","TYRONE","BT829PY"
"STRABANE","TYRONE","BT828JE"
"STRABANE","TYRONE","BT828RW"
"STRABANE","TYRONE","BT829FH"
"STRABANE","TYRONE","BT829BB"
"STRABANE","TYRONE","BT828HX"
"SION MILLS","TYRONE","BT829FQ"
"STRABANE","TYRONE","BT829DA"
"STRABANE","TYRONE","BT829AA"
"MAGHERA","LONDONDERRY","BT457HN"
"TOOMEBRIDGE","ANTRIM","BT413PT"
"CASTLEDAWSON","LONDONDERRY","BT458BZ"
"CASTLEDAWSON","LONDONDERRY","BT458AF"
"TOBERMORE","LONDONDERRY","BT455PR"
"DRAPERSTOWN","LONDONDERRY","BT457JP"
"CASTLEDAWSON","LONDONDERRY","BT458BG"
"TOBERMORE","LONDONDERRY","BT455SA"
"DRAPERSTOWN","LONDONDERRY","BT457HB"
"DRAPERSTOWN","LONDONDERRY","BT457JW"
"GLYNN","ANTRIM","BT403HL"
"TOBERMORE","LONDONDERRY","BT455QA"
"STRABANE","TYRONE","BT828NU"
"STRABANE","TYRONE","BT828NT"
"CASTLEDAWSON","LONDONDERRY","BT458DZ"
"RANDALSTOWN","ANTRIM","BT413DU"
"GORTIN","TYRONE","BT798LZ"
"CASTLEDAWSON","LONDONDERRY","BT458BX"
"BALLYCLARE","ANTRIM","BT399JL"
"DRAPERSTOWN","LONDONDERRY","BT457LT"
"DRAPERSTOWN","LONDONDERRY","BT457HX"
"MAGHERAFELT","LONDONDERRY","BT458PY"
"DRAPERSTOWN","LONDONDERRY","BT457DA"
"DRAPERSTOWN","LONDONDERRY","BT457ED"
"DRAPERSTOWN","LONDONDERRY","BT457JJ"
NA,"ANTRIM","BT399UF"
"ANTRIM","ANTRIM","BT413QB"
"TOBERMORE","LONDONDERRY","BT455QP"
"DRAPERSTOWN","LONDONDERRY","BT457JE"
"CASTLEDAWSON","LONDONDERRY","BT458AL"
"DRAPERSTOWN","LONDONDERRY","BT457AL"
"BELLAGHY","LONDONDERRY","BT458LR"
"STRABANE","TYRONE","BT828JG"
"BALLYCLARE","ANTRIM","BT399UG"
"KELLS","ANTRIM","BT422LX"
"KELLS","ANTRIM","BT423LP"
"ANTRIM","ANTRIM","BT412LN"
"CONNOR","ANTRIM","BT423LE"
"CONNOR","ANTRIM","BT423GH"
"BALLYCARRY","ANTRIM","BT389JB"
"STRABANE","TYRONE","BT829QT"
"BALLYMONEY","ANTRIM","BT537PE"
"ANTRIM","ANTRIM","BT413GF"
"BALLYCLARE","ANTRIM","BT399PX"
"BALLYCLARE","ANTRIM","BT399UR"
"RANDALSTOWN","ANTRIM","BT413EX"
"LIMAVADY","LONDONDERRY","BT490SB"
"KELLS","ANTRIM","BT423LY"
"LONDONDERRY","LONDONDERRY","BT480GP"
"PLUMBRIDGE","TYRONE","BT798LL"
"BELLAGHY","LONDONDERRY","BT458JE"
"LARNE","ANTRIM","BT403AL"
